sep=,
DeviceTag:,tibiaLeft,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.6.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.4,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2021-03-19 14:41:38.363 +0800,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2021,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
92, 403633625, 0.6027715, -0.32214835, -0.6940208, -0.22632745, 0.49152914, -0.46368656, -0.06754398
93, 403650292, 0.6034766, -0.32246038, -0.6928596, -0.2275585, 0.29690567, -0.31722602, -0.06420708
94, 403666959, 0.6041932, -0.32289526, -0.69159514, -0.22888263, 0.05096319, 0.03638489, -0.07326031
95, 403683626, 0.60477537, -0.32368568, -0.69019836, -0.23043995, -0.17506339, 0.29269233, -0.12033939
96, 403700293, 0.60514945, -0.32478473, -0.6887978, -0.23209615, -0.30310726, 0.38944328, -0.09547329
97, 403716960, 0.6054808, -0.3258125, -0.6875244, -0.23356207, -0.38232562, 0.41167453, 0.011209488
98, 403733627, 0.6059194, -0.32645124, -0.68650824, -0.23452047, -0.41437647, 0.45507863, -0.02678585
99, 403750294, 0.6064323, -0.32666904, -0.6857886, -0.23499654, -0.4158083, 0.5237946, -0.07776642
100, 403766961, 0.6069305, -0.32657343, -0.6853649, -0.23507902, -0.52562827, 0.5808118, -0.06434345
101, 403783628, 0.6074128, -0.3262219, -0.6852231, -0.23473503, -0.61302453, 0.70233446, -0.09981632
102, 403800295, 0.6077701, -0.32586384, -0.68527365, -0.23415926, -0.6371134, 0.67671484, -0.060214043
103, 403816962, 0.60797215, -0.32555833, -0.6854763, -0.23346545, -0.56818426, 0.58308405, -0.043720245
104, 403833629, 0.60805774, -0.32524922, -0.6858353, -0.23261729, -0.3340544, 0.53250486, -0.09280205
105, 403850296, 0.60801315, -0.32510012, -0.6862355, -0.2317605, -0.113933496, 0.4401389, -0.11655903
106, 403866963, 0.6078804, -0.32506248, -0.6866713, -0.23086883, -0.02305715, 0.37582886, -0.06462383
107, 403883630, 0.6077873, -0.32483882, -0.687219, -0.2297964, -0.09839487, 0.21393207, -0.044324875
108, 403900297, 0.60781157, -0.3243275, -0.68787664, -0.22848347, -0.0026186777, 0.1366414, -0.0283432
109, 403916964, 0.60779595, -0.32395592, -0.68846375, -0.22728054, 0.22039585, -0.029878654, -0.00789547
110, 403933631, 0.6076854, -0.32386765, -0.68891275, -0.22633936, 0.2333578, -0.19302131, 0.029985428
111, 403950298, 0.6076263, -0.3239013, -0.68920714, -0.22555274, 0.35198686, -0.30962557, 0.06991577
112, 403966965, 0.6076361, -0.32402554, -0.6893246, -0.22498755, 0.4771948, -0.3800268, -0.0070590973
113, 403983632, 0.6076846, -0.3242141, -0.6893234, -0.22458802, 0.40387717, -0.38761607, 0.009555817
114, 404000299, 0.60786325, -0.32422903, -0.6893044, -0.22414133, 0.27292943, -0.3317311, 0.06302738
115, 404016966, 0.6081278, -0.32415318, -0.6892357, -0.22374475, 0.26276004, -0.2785786, 0.02745533
116, 404033633, 0.60836095, -0.32417208, -0.6890917, -0.22352652, 0.21924385, -0.21160899, 0.04062462
117, 404050300, 0.6086208, -0.3242438, -0.6888626, -0.22342116, 0.22567701, -0.18286332, -0.017183304
118, 404066967, 0.6089038, -0.3243962, -0.6885454, -0.22340591, 0.29460126, -0.14162865, -0.06800079
119, 404083634, 0.6091649, -0.3246953, -0.6881269, -0.22355005, 0.21694927, -0.095567435, 0.016656876
120, 404100301, 0.6094814, -0.3249067, -0.6877059, -0.22367577, 0.090682335, -0.052827846, -0.04545498
121, 404116968, 0.60979044, -0.32510006, -0.6872862, -0.22384214, 0.099753834, 0.11194635, -0.008202553
122, 404133635, 0.61000365, -0.3254948, -0.6867915, -0.224206, 0.07352548, 0.13872723, 0.04047966
123, 404150302, 0.6101891, -0.32591417, -0.6862957, -0.22460996, 0.027188117, 0.09337388, -0.050505638
124, 404166969, 0.61041844, -0.3262817, -0.6858135, -0.22492556, 0.07278029, 0.034063596, -0.0868721
125, 404183636, 0.61066073, -0.3266586, -0.68530136, -0.22528163, 0.117996514, -0.08794519, -0.028328896
126, 404200303, 0.6109268, -0.3270004, -0.6847803, -0.22564875, 0.12954006, -0.17746504, 0.0068626404
127, 404216970, 0.61118305, -0.32738796, -0.6842193, -0.22609395, 0.103955425, -0.06832735, 0.043801308
128, 404233637, 0.6114551, -0.32777208, -0.6836447, -0.22653964, 0.05428325, 0.01690138, 0.004429817
129, 404250304, 0.61174124, -0.32807803, -0.6831122, -0.22693011, -0.07418574, 0.14310975, -0.07928085
130, 404266971, 0.61198384, -0.32839617, -0.68261623, -0.22730792, -0.19306065, 0.25543663, -0.053643227
131, 404283638, 0.61222667, -0.32860243, -0.68222666, -0.22752558, -0.24763939, 0.25956637, -0.034955025
132, 404300305, 0.61241347, -0.32879996, -0.68191266, -0.22767846, -0.23266491, 0.2952806, -0.025074005
133, 404316972, 0.6125035, -0.32907575, -0.681651, -0.22782098, -0.25329918, 0.2643758, -0.04280281
134, 404333639, 0.61251974, -0.32934573, -0.6814762, -0.22791074, -0.25767824, 0.2152365, -0.018795013
135, 404350306, 0.6125448, -0.32948098, -0.6813959, -0.22788772, -0.15967453, 0.21940076, 0.018597603
136, 404366973, 0.61256063, -0.3295533, -0.6813854, -0.22777213, -0.0975424, 0.18218474, -0.037758827
137, 404383640, 0.61260206, -0.3295443, -0.681428, -0.22754595, -0.07255231, 0.16798015, -0.074643135
138, 404400307, 0.6126745, -0.3294423, -0.68152153, -0.2272186, -0.07182813, 0.13598886, -0.017310143
139, 404416974, 0.61279064, -0.32911882, -0.6817602, -0.22665793, -0.105022036, 0.12693278, 0.013090134
140, 404433641, 0.6131877, -0.32806125, -0.68229926, -0.22549203, -0.20466098, 0.05321106, 0.039515495
141, 404450308, 0.61376476, -0.32655337, -0.6830062, -0.22396472, -0.084247395, 0.1897597, -0.055490494
142, 404466975, 0.6141511, -0.32540205, -0.68363404, -0.22266233, -0.04142768, 0.3082159, -0.0074653625
143, 404483642, 0.6143292, -0.32464895, -0.68416715, -0.22163069, -0.17762798, 0.32781327, -0.011076927
144, 404500309, 0.61436236, -0.324198, -0.68461883, -0.22080222, -0.16916086, 0.3436306, -0.11526108
145, 404516976, 0.6142791, -0.32401082, -0.6849897, -0.22015776, 0.09967113, 0.16589232, -0.2424221
146, 404533643, 0.61416364, -0.32397747, -0.6852613, -0.21968322, 0.31130838, -0.012291537, -0.12368202
147, 404550310, 0.61401933, -0.3240906, -0.68541634, -0.21943584, 0.4582199, -0.26308426, 0.14672184
148, 404566977, 0.61395645, -0.3241558, -0.68547815, -0.21932212, 0.47356495, -0.50170255, 0.2191019
149, 404583644, 0.61413103, -0.32393596, -0.68547535, -0.21916723, 0.6204966, -0.6409255, 0.16363811
150, 404600311, 0.6145438, -0.3235933, -0.68528765, -0.21910305, 0.7732111, -0.58533686, -0.06743336
151, 404616978, 0.61498314, -0.32371905, -0.68471736, -0.21946748, 0.9582414, -0.52948177, -0.21279907
152, 404633645, 0.61538386, -0.32445994, -0.6837053, -0.22040343, 0.8930795, -0.4035523, 0.02380848
153, 404650312, 0.6156698, -0.32574365, -0.6823305, -0.22196628, 0.5598664, -0.2881586, 0.06883907
154, 404666979, 0.61600393, -0.32701725, -0.68088806, -0.22358982, 0.057920255, -0.23565742, 0.03450203
155, 404683646, 0.6164737, -0.32798088, -0.6795182, -0.2250459, -0.1538234, -0.060061507, -0.055552483
156, 404700313, 0.6169299, -0.32884133, -0.6782406, -0.22639094, -0.27595133, 0.20862934, -0.15786839
157, 404716980, 0.61728764, -0.32969582, -0.6771032, -0.22757456, -0.43596068, 0.3794384, -0.051192284
158, 404733647, 0.61742276, -0.33064857, -0.6761248, -0.22873166, -0.6120652, 0.5495142, -0.014994621
159, 404750314, 0.61741656, -0.33150598, -0.6753817, -0.22970045, -0.741232, 0.6286498, 0.03909874
160, 404766981, 0.61733675, -0.3321721, -0.6748963, -0.23037791, -0.6901414, 0.6469751, -0.0141506195
161, 404783648, 0.6170849, -0.33279175, -0.6746627, -0.23084247, -0.58575505, 0.6573878, -0.05889225
162, 404800315, 0.6167557, -0.33317325, -0.6747271, -0.2309837, -0.61412776, 0.58561045, -0.020968437
163, 404816982, 0.61640054, -0.3332201, -0.6751177, -0.23072301, -0.56791335, 0.52759147, -0.08464527
164, 404833649, 0.6160282, -0.33303648, -0.6757442, -0.23014747, -0.43605366, 0.4866323, -0.0803709
165, 404850316, 0.61562127, -0.33275858, -0.67650354, -0.22940686, -0.2630077, 0.34002522, -0.033794403
166, 404866983, 0.6151466, -0.33254424, -0.6772886, -0.22867289, -0.10482713, 0.2331904, -0.0027303696
167, 404883650, 0.61456823, -0.33243728, -0.67808264, -0.22802868, -0.0043562674, 0.08296969, -0.02825737
168, 404900317, 0.613979, -0.33227032, -0.67892015, -0.22736734, -0.037166182, -0.0772463, -0.02063942
169, 404916984, 0.6134972, -0.33182693, -0.679855, -0.22652034, 0.07365691, -0.1288418, -0.015997887
170, 404933651, 0.6131239, -0.33124712, -0.6807886, -0.22557373, 0.27764198, -0.13764755, 0.025714874
171, 404950318, 0.6128166, -0.33069688, -0.6816199, -0.22470379, 0.3416856, -0.17178188, 0.06323528
172, 404966985, 0.6125666, -0.330185, -0.68234026, -0.2239507, 0.37018707, -0.28178334, -0.057411194
173, 404983652, 0.6124201, -0.32957816, -0.6830198, -0.22317225, 0.33495072, -0.39284325, 0.0035305023
